title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Quick and easy,"A €6 trip which was well worth it and much more preferable to walking up and down the steps where there are donkeys.
Great views.",October 2019,Santorini Cable Car,https://www.tripadvisor.com/Attraction_Review-g482942-d10336407-Reviews-Santorini_Cable_Car-Fira_Santorini_Cyclades_South_Aegean.html,"Santorini, Greece",attractions,5.0,4.0
"Slippy, with the risk of being trampled by donkeys","We decided it was a nice day to amble down the many steps, but what a mistake!
It was a difficult long walk avoiding ‘herds’ of donkeys, (either being sent down the steps unsupervised (to get back to the bottom to pick up more tourists) or walking up in groups of around 5/10 donkeys in a convoy) and the surface was very slippery. Completely unsuitable for anyone unfit or without trainers. The donkeys would walk where they liked, forcing everyone to hug the wall to avoid being trampled on! Mother in law slipped and is heavily bruised with suspected broken rib! She had good trainers on and is pretty fit.
Some parts covered in donkey bodily waste!
Think carefully before you start this walk!",October 2019,Karavolades Stairs,https://www.tripadvisor.com/Attraction_Review-g482942-d6199455-Reviews-Karavolades_Stairs-Fira_Santorini_Cyclades_South_Aegean.html,"Santorini, Greece",attractions,1.0,3.5
"Great food, great coffee, good serbice","We wasted several hours waiting for our flight in this wine bar, eating main course and dessert and drinking wine and coffee.
The food was delicious and we loved the photographs in the menus.
The salads are stunning and big portions.
We had no problems with service and would definitely visit again.",October 2019,deCanto Wine Bar,https://www.tripadvisor.com/Restaurant_Review-g187874-d5778024-Reviews-DeCanto_Wine_Bar-Bari_Province_of_Bari_Puglia.html,"Bari, Italy",restaurants,5.0,2.5
"Ok stay, amazing breakfast!","We stayed for one night in a large, clean room. All good in the room but very noisy in the hallway from 1-3am with people returning to rooms. My partner got hardly any sleep. Maybe nothing to do with the hotel or maybe the room location?

Great location overall, opposite the bay. Lots of free parking.

The breakfast was up there with the best. We were first in the room and everything was perfect, gleaming and so clean. The presentation of the breakfast room was just top end, whoever looks after this is very very good at their job. Food was also top notch with lots of choices and the coffee was a quality one.",August 2019,Hodson Bay Hotel,https://www.tripadvisor.com/Hotel_Review-g212091-d212739-Reviews-Hodson_Bay_Hotel-Athlone_County_Westmeath.html,"Athlone, Ireland",hotels,4.0,4.0
Convenient location,"We stayed for two nights. The room was clean but the bedding and bathroom could do with upgrades. The price we paid was higher than the price advertised outside the hotel, so a little disappointing.
We found little choice in this area for hotels so would stay again purely for location and convenience. The receptionist who checked us in was very helpful and friendly.",August 2019,Ferryport House,https://www.tripadvisor.com/Hotel_Review-g186642-d635460-Reviews-Ferryport_House-Rosslare_County_Wexford.html,"Rosslare, Ireland",hotels,3.0,4.0
Nice place,"This is definitely worth a visit if you don’t want the long round trip to Berlin, (from your cruise ship). Lots of interesting small little streets, restaurants shops and bars.",July 2019,Alter Strom,https://www.tripadvisor.com/Attraction_Review-g187364-d2018099-Reviews-Alter_Strom-Warnemunde_Rostock_Mecklenburg_West_Pomerania.html,"Warnemunde, Germany",attractions,5.0,4.5
Old fashioned town,"We spent a good few hours walking around the old town which is full of small, narrow streets, restaurants, bars and shops. A really interesting visit and lots to see.",June 2019,Stockholm Old Town,https://www.tripadvisor.com/Attraction_Review-g189852-d207777-Reviews-Stockholm_Old_Town-Stockholm.html,"Stockholm, Sweden",attractions,5.0,4.5
Stunning,"Absolutely stunning and well worth the visit. It’s a shame that scaffolding was on part of the building whilst we were there, but this did not detract too much. Queues were pretty long to visit.",June 2019,Church of the Savior on Spilled Blood,https://www.tripadvisor.com/Attraction_Review-g298507-d300133-Reviews-Church_of_the_Savior_on_Spilled_Blood-St_Petersburg_Northwestern_District.html,"St. Petersburg, Russia",attractions,5.0,5.0
"Hassle free parking and stay, as always","Still remains our favourite park and fly hotel due to its close location to T5 and the quality of stay and service. Reception staff helpful and friendly.
Airport transfer via Hoppa H57 bus is around £20 for 2, return, and bus picks up directly outside hotel.
Rooms are comfortable, and executive lounge good, offering a happy hour for food and drinks.
Easy access from M25.",June 2019,Hilton London Heathrow Airport Terminal 5,https://www.tripadvisor.com/Hotel_Review-g7171215-d2261978-Reviews-Hilton_London_Heathrow_Airport_Terminal_5-Colnbrook_Slough_Berkshire_England.html,"Colnbrook, United Kingdom",hotels,5.0,4.0
Impressive!,We spent a good couple of hours here as the ship was so impressive. The museum is on several floors with many different themed areas. Definitely worth a visit.,June 2019,Vasa Museum,https://www.tripadvisor.com/Attraction_Review-g189852-d208277-Reviews-Vasa_Museum-Stockholm.html,"Stockholm, Sweden",attractions,5.0,4.5
"Perfect location, very comfortable hotel","Stayed due to proximity to airport (access takes a few minutes via a covered walkway) and it was the perfect decision.
Very comfortable bed, clean contemporary room. Helpful, friendly staff. Would stay again if in Copenhagen.",June 2019,Clarion Hotel Copenhagen Airport,https://www.tripadvisor.com/Hotel_Review-g2555539-d227150-Reviews-Clarion_Hotel_Copenhagen_Airport-Kastrup_Taarnby_Municipality_Copenhagen_Region_Zealan.html,"Kastrup, Denmark",hotels,5.0,4.5
"Very tasty, great, quick service 😁","We visited 3 times whilst on holiday because the curries were so delicious. Really tasty food with no scrimping on spices. Great service and prices. Will definitely return if back in the area.
(They also have a Mexican menu option).",May 2019,Red chilli indian & maxican restaurant playamar torremolinos,https://www.tripadvisor.com/Restaurant_Review-g187440-d14175499-Reviews-Red_chilli_indian_maxican_restaurant_playamar_torremolinos-Torremolinos_Costa_de.html,"Torremolinos, Spain",restaurants,5.0,4.5
Water taxi to paradise idland,"We took this taxi at $4 each from the cruise port to paradise island. It seemed that they waited and waited for the boat to be as full as possible and not just full but rammed full, ie no space to move when sat down. We waited for ages for the boat to move off. The ride took 15 minutes approx and was fairly pleasant with good views of the cruise ships in port.",February 2019,Nassau Water Taxi,https://www.tripadvisor.com/Attraction_Review-g147416-d1478246-Reviews-Nassau_Water_Taxi-Nassau_New_Providence_Island_Bahamas.html,New Providence Island,attractions,3.0,3.5
Amazingly clear blue sea 🌊,"We visited here for relaxation and were not disappointed. The beach was not crowded and plenty of room for sunbathing. The sea was absolutely beautiful, again not crowded and the water was crystal clear.",February 2019,Mullet Bay,https://www.tripadvisor.com/Attraction_Review-g1606588-d546416-Reviews-Mullet_Bay-Sint_Maarten_St_Martin_St_Maarten.html,St Martin / St Maarten,attractions,5.0,4.5
Fantastic stay,"All good here. Nice new rooms, helpful staff, great breakfast (thanks for the 10 minute warning it was finishing - lots of hotels don’t bother to tell you) and a nice bar and restaurant area. Would definitely stay again if in the area.",February 2019,Hilton Garden Inn Doncaster Racecourse,https://www.tripadvisor.com/Hotel_Review-g187067-d14947988-Reviews-Hilton_Garden_Inn_Doncaster_Racecourse-Doncaster_South_Yorkshire_England.html,"Doncaster, United Kingdom",hotels,5.0,4.0
Beautiful buildongs,"Very impressive buildings, but we didn’t have time to tour inside. The outside street is lined with bronze statues of presidents. A really well kept area worth a look.",December 2018,The Capitol of Puerto Rico,https://www.tripadvisor.com/Attraction_Review-g147320-d4763654-Reviews-The_Capitol_of_Puerto_Rico-San_Juan_Puerto_Rico.html,Puerto Rico,attractions,5.0,4.5
