title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Excellent restaurant at Cultural Center,"The cultural part of the center was closed when we visited but the restaurant was open and it is excellent! The salads are huge and fresh, traditional dishes are great and cheap. Best place eat locally",December 2015,Asheten Eco Trekking,https://www.tripadvisor.com/Attraction_Review-g480193-d2356153-Reviews-Asheten_Eco_Trekking-Lalibela_Amhara_Region.html,"Lalibela, Ethiopia",attractions,5.0,4.5
Good location,"The Beehive has a central location just a few minutes walk from Termini Station. Seemed a little overpriced as really an enhanced hostel. Breakfast not included and no airport shuttle. But clean rooms and staff were friendly and knowlegeable. A little further out of the downtown we got a very nice hotel room with breakfast for just a small amount more, so the price must be all about location. Lots of restaurants and small hotels in area. Heard a fight outside our window and street cleaner was early and loud. But all in all it was quite fine for a night or two. Staff speak English well and gave very good advice on what to see and how to do it",December 2015,The Beehive,https://www.tripadvisor.com/Hotel_Review-g187791-d263860-Reviews-The_Beehive-Rome_Lazio.html,"Rome, Italy",hotels,4.0,4.5
"Nice atmosphere, good food",There are many Mexican Restaurants in the vicinity but this is the one I select when I have time to enjoy the food and the place. It is always full including with many Latinos - a good sign! The food is plentiful. Good parking as well.,September 2015,Mi Mexico,https://www.tripadvisor.com/Restaurant_Review-g58377-d3457789-Reviews-Mi_Mexico-Burlington_Washington.html,"Burlington, Washington",restaurants,4.0,4.0
Interesting stop and history,We had visitors who were interested in aviation and this was a great place to take them. Extremely hands on viewing. It is also great to see the planes flying around in the skies - they work! They are not just museum pieces,August 2015,Heritage Flight Museum,https://www.tripadvisor.com/Attraction_Review-g58377-d7935927-Reviews-Heritage_Flight_Museum-Burlington_Washington.html,"Burlington, Washington",attractions,4.0,4.5
Great Atmopshere,"Simply put - good atmosphere and food. It is quiet, pleasant and the food is very good. Once the new walkway along the Skagit River is complete (soon), the location will be ideal. A good place for business, family, couples. There is a private dining room that holds at least 12 comfortably.",September 2014,Trumpeter Public House,https://www.tripadvisor.com/Restaurant_Review-g58622-d1382923-Reviews-Trumpeter_Public_House-Mount_Vernon_Washington.html,"Mount Vernon, Washington",restaurants,4.0,4.0
New Ownership Makes This A Spa Worth a Visit,"We have been going to Semiahmoo for years- under many different owners. The location is wonderful as it sits right on the water with excellent views of the Strait of Jaun de Fuca. In fact, it is often a delight to visit during winter storms. The outdoor heated pool is a huge plus as is the beach walking and birding. The prices have gone up but the new owners do it right. The seafood is some of the best I have seen/eaten in this part of the Northwest. Good portions, excellent presentation and super service. The hotel staff are attentive. The rooms are a bit small given the price but the beds are comfortable and the rooma have everything one needs. The lobby and fireplaces of the hotel make one feel cozy no matter the weather. The manager of Semiahmoo is obviously doing things right. This is by far the best management yet.",September 2014,Semiahmoo Resort,https://www.tripadvisor.com/Hotel_Review-g58359-d4563441-Reviews-Semiahmoo_Resort-Blaine_Washington.html,"Blaine, Washington",hotels,5.0,4.0
Best Thai Ever and Cute Place!!,"Love this hole in the wall restaurant. The food is exceptional. They started with very generous portions but recently their soup bowls have shrunk a bit (for same price) - which is the only real disappointment, Otherwise, can't speak highly enough about their wide range of delicious dishes that you sit and watch being made and generous portions for all other dishes. If you only have one person to talk to ok for a business meal but otherwise its just a great counter lunch spot. Also do pick up.",August 2014,Rachawadee Thai Cafe,https://www.tripadvisor.com/Restaurant_Review-g58622-d2656741-Reviews-Rachawadee_Thai_Cafe-Mount_Vernon_Washington.html,"Mount Vernon, Washington",restaurants,5.0,4.5
Exceptional for Whole Family,"This little jewel tucked away on Bayview-Edison Road in the Skagit is a must-see for a family. The center is beautifully managed, with interesting displays. The new aquarium is delightful. The real-time images of the nesting herons provided by Skagit Land Trust and the Interpretive Center are captivating. Usually I see these unusual birds hanging out in ditches and here they are caring for chicks in their nests. A walk down the twisty staircase to the beach is also a must. The views of Padilla Bay and the San Juan Islands alone are worth the trip. Then hop in your car and drive several minutes down the road to the foody town of Edison for a perfect day",May 2014,Padilla Bay Interpretive Center,https://www.tripadvisor.com/Attraction_Review-g58622-d3220638-Reviews-Padilla_Bay_Interpretive_Center-Mount_Vernon_Washington.html,"Mount Vernon, Washington",attractions,5.0,4.5
Best Cinnamon Roles in the World,"....and the soups and sandwiches are pretty special too! Plus the nicest people make and serve the food. A great, low key dining experience looking at the Chuckanut Mountains and surrounding farmland. Great stop if on a bike or driving. Hard to walk to now since they moved onto Chuckanut Drive",May 2014,Farm To Market Bakery,https://www.tripadvisor.com/Restaurant_Review-g58363-d836556-Reviews-Farm_To_Market_Bakery-Bow_Washington.html,"Bow, Washington",restaurants,5.0,4.5
Views to Die For,"I love sipping a glass of wine in this restaurant looking at Puget Sound. There are bay windows that allow you to soak in the landscape, cloud formations, islands, trains, flocks of birds. I am not usually a meat eater but their steak and mashed potatoes are excellent - true comfort food. The service is exceptional. They treat people like they care.",May 2014,Chuckanut Manor Restaurant,https://www.tripadvisor.com/Restaurant_Review-g58363-d512888-Reviews-Chuckanut_Manor_Restaurant-Bow_Washington.html,"Bow, Washington",restaurants,5.0,4.5
