username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags,geocode
Margarita703,woman,50-64,Blackpool-United Kingdom,2006,57.0,113.0,6.0,23.0,12.0,10.0,18.0,50.0,[],GB
T5985UUrebeccas,,,Vancouver-Canada,2014,20.0,68.0,5.0,1.0,2.0,20.0,20.0,28.0,[],CA
Jason_and_Tania,man,35-49,Bucharest-Romania,2009,177.0,109.0,6.0,5.0,5.0,1.0,10.0,90.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",RO
U7945FYamyr,,,,2008,34.0,22.0,4.0,0.0,0.0,4.0,16.0,2.0,[],
Filitheyo,woman,35-49,Budapest-Hungary,2009,152.0,107.0,6.0,1.0,3.0,11.0,21.0,78.0,"['Nature Lover', 'Peace and Quiet Seeker', 'Beach Goer']",HU
V972GUjasonh,,,Brisbane-Australia,2019,8.0,12.0,3.0,0.0,0.0,0.0,0.0,12.0,[],AU
Abhi_review,man,35-49,Faridabad-India,2012,57.0,122.0,6.0,0.0,1.0,16.0,48.0,57.0,[],IN
Joe2589,,,Perth-Australia,2014,16.0,24.0,4.0,2.0,1.0,2.0,7.0,12.0,[],AU
olgasT147JJ,,,,2019,2.0,2.0,,,,,,,[],
N1906HMsandrah,,,Warner Robins-Georgia,2019,20.0,49.0,5.0,0.0,1.0,6.0,12.0,36.0,[],US
Lena1797,,,Australia,2019,5.0,7.0,2.0,0.0,0.0,1.0,1.0,6.0,[],AU
1958Happy,,,Amarillo-Texas,2016,25.0,47.0,5.0,2.0,1.0,2.0,12.0,30.0,[],US
AaronE_12,,,Mahahual-Mexico,2012,23.0,53.0,5.0,0.0,0.0,1.0,5.0,50.0,[],MX
TiborM_12,,,Geneva-Switzerland,2012,53.0,117.0,6.0,1.0,12.0,22.0,34.0,49.0,[],CH
gypsygirl52,woman,50-64,Busselton-Australia,2009,534.0,255.0,6.0,4.0,9.0,19.0,28.0,198.0,[],AU
gksmith,woman,50-64,Tauranga-New Zealand,2007,66.0,68.0,5.0,4.0,2.0,1.0,14.0,47.0,[],NZ
Tonje_Traveller,woman,25-34,Oslo-Norway,2010,147.0,32.0,4.0,1.0,1.0,2.0,16.0,12.0,[],NO
GRad44,,,Melbourne-Australia,2014,6.0,10.0,3.0,1.0,0.0,1.0,2.0,6.0,[],AU
MaxTales,woman,35-49,Perth-Australia,2009,108.0,43.0,4.0,0.0,0.0,0.0,6.0,38.0,[],AU
292indirac,,,,2007,26.0,11.0,3.0,0.0,0.0,0.0,4.0,7.0,[],
ninasch1976,woman,35-49,Hamburg-Germany,2006,155.0,166.0,6.0,0.0,3.0,8.0,23.0,132.0,[],DE
carlabN227YE,,,,2016,11.0,26.0,5.0,2.0,3.0,1.0,2.0,18.0,[],
213lorio,woman,35-49,Novato-California,2018,47.0,82.0,6.0,2.0,0.0,1.0,7.0,75.0,[],US
Goodfoodperson,woman,50-64,Orange County-California,2005,157.0,115.0,6.0,5.0,14.0,18.0,32.0,48.0,[],US
alessandrogalardi,,,,2016,160.0,316.0,6.0,1.0,16.0,56.0,155.0,95.0,[],
sorcereyes,,,Australia,2016,4.0,7.0,3.0,0.0,0.0,1.0,2.0,4.0,[],AU
nehab81,,,Helsinki,2016,14.0,20.0,4.0,2.0,0.0,2.0,3.0,13.0,[],FI
lecg15,,,Puerto Rico-Caribbean,2016,8.0,17.0,3.0,0.0,0.0,1.0,1.0,15.0,[],US
ionutdragomir,,,Bucharest-Romania,2012,18.0,57.0,5.0,2.0,0.0,1.0,19.0,35.0,[],RO
Cgonzales1280,man,35-49,White Plains-New York,2007,338.0,23.0,6.0,0.0,0.0,2.0,24.0,8.0,[],US
helenlf2017,,,Wayland-Massachusetts,2017,20.0,54.0,6.0,0.0,1.0,4.0,20.0,30.0,[],US
294sidneys,,,New Jersey,2011,11.0,11.0,3.0,0.0,0.0,2.0,4.0,8.0,[],US
Carpetboy01,,,Melbourne-Australia,2012,33.0,74.0,6.0,1.0,3.0,11.0,13.0,46.0,[],AU
90nileshp,Man,,Oxford-United Kingdom,2014,3.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,[],GB
northbaychris,Man,,North Bay-Canada,2016,16.0,71.0,5.0,4.0,5.0,7.0,17.0,47.0,[],CA
mgfj20424,,,Wisbech-United Kingdom,2016,283.0,203.0,6.0,6.0,9.0,44.0,64.0,80.0,[],GB
LegendsIsGarbage,,,,2019,5.0,21.0,3.0,0.0,0.0,8.0,11.0,2.0,[],
stefanbH8674XW,,,,2018,6.0,8.0,3.0,0.0,0.0,0.0,0.0,8.0,[],
zsoltc260,,,,2018,21.0,60.0,5.0,0.0,2.0,4.0,28.0,33.0,[],
Nearly6,,,,2011,73.0,159.0,6.0,1.0,18.0,31.0,35.0,75.0,[],
589derekg,,,,2019,,2.0,,,,,,,[],
589derekg,,,,2019,,2.0,,,,,,,[],
ValK033,Woman,,Belfast,2008,95.0,226.0,6.0,2.0,2.0,16.0,144.0,67.0,[],GB
pallavi210487,,,Chandigarh-India,2019,5.0,9.0,3.0,2.0,0.0,1.0,1.0,8.0,[],IN
4tour19,,,,2019,4.0,14.0,3.0,0.0,0.0,0.0,0.0,18.0,[],
374saida,Man,,Muscat-Oman,2017,15.0,42.0,4.0,1.0,1.0,3.0,11.0,27.0,[],OM
758ris,,,,2019,10.0,11.0,3.0,1.0,1.0,1.0,6.0,5.0,[],
shannonloves2travel,,,Moore Haven-Florida,2015,30.0,49.0,5.0,2.0,1.0,4.0,4.0,39.0,[],US
IzzyK808,,,,2012,47.0,88.0,5.0,0.0,0.0,11.0,42.0,35.0,[],
airforceangella228,,,Fulshear-Texas,2012,16.0,32.0,4.0,4.0,0.0,3.0,7.0,20.0,[],US
Mariannemolina,,,Miami-Florida,2013,41.0,94.0,6.0,7.0,2.0,5.0,42.0,39.0,[],US
MummaandCo,woman,35-49,Timaru-New Zealand,2010,135.0,739.0,6.0,8.0,23.0,147.0,340.0,232.0,[],NZ
ylc25,woman,35-49,Markham-Canada,2005,203.0,494.0,6.0,1.0,6.0,48.0,196.0,249.0,[],CA
BecP2117,,,Gold Coast-Australia,2012,28.0,70.0,5.0,1.0,1.0,2.0,17.0,49.0,[],AU
ritalopezpr,,,Roanoke-Texas,2017,3.0,6.0,3.0,1.0,0.0,0.0,0.0,6.0,[],US
maskinner42018,,,Houston-Texas,2018,4.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,[],US
Myahpyah,,,La Crosse-Wisconsin,2019,10.0,26.0,4.0,0.0,0.0,1.0,13.0,12.0,[],US
liztravel01,woman,50-64,Brisbane-Australia,2012,179.0,94.0,6.0,5.0,3.0,16.0,40.0,30.0,[],AU
Michael191145,,,Chigwell-United Kingdom,2011,40.0,112.0,6.0,12.0,10.0,23.0,39.0,28.0,[],GB
nancysp20,,,,2019,3.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,[],
tcmnn,Woman,,Melbourne-Australia,2008,10.0,14.0,3.0,1.0,1.0,1.0,0.0,12.0,[],AU
CeciliaStr,,,Danderyd-Sweden,2012,137.0,144.0,6.0,0.0,11.0,27.0,46.0,65.0,[],SE
X9885XOchriss,,,Montgomery-New York,2013,61.0,19.0,3.0,1.0,1.0,5.0,6.0,9.0,[],US
natmaz1,,,,2019,6.0,16.0,3.0,1.0,2.0,0.0,4.0,9.0,[],
GranZorro,man,50-64,Zug-Switzerland,2006,605.0,958.0,6.0,23.0,49.0,196.0,420.0,285.0,"['Art and Architecture Lover', 'Urban Explorer', 'History Buff', '60+ Traveler']",CH
SJVBeijing,woman,35-49,Beijing,2010,445.0,111.0,6.0,0.0,1.0,4.0,42.0,64.0,[],CN
andrea_blabla,,,,2017,7.0,11.0,3.0,0.0,0.0,1.0,3.0,8.0,[],
Maggi5,woman,35-49,Delhi-New York,2007,84.0,141.0,6.0,7.0,6.0,19.0,30.0,83.0,[],US
126lindau,Woman,,Clear Lake-Iowa,2017,7.0,11.0,3.0,0.0,0.0,0.0,2.0,9.0,[],US
716garrettc,,,,2017,7.0,9.0,3.0,1.0,0.0,0.0,0.0,10.0,[],
cmp809,,,Mosman-Australia,2016,15.0,28.0,4.0,0.0,0.0,3.0,3.0,22.0,[],AU
430jonathanh,,,,2014,4.0,6.0,2.0,1.0,0.0,1.0,2.0,2.0,[],
traveler82840,,,Cedar Falls,2009,8.0,6.0,2.0,0.0,0.0,0.0,1.0,6.0,[],US
Wilhelmm007,,,Jacksonville-Florida,2018,11.0,17.0,3.0,2.0,0.0,6.0,5.0,8.0,[],US
shoegal20,,,Providence-Rhode Island,2012,128.0,172.0,6.0,0.0,3.0,7.0,19.0,146.0,[],US
borisryan,,,Los Angeles-California,2015,46.0,2.0,1.0,,,,,,[],US
SFCAUSA2019,,,San Francisco-California,2019,9.0,39.0,4.0,0.0,0.0,3.0,11.0,25.0,[],US
cunorbust,man,50-64,Fayetteville-Arkansas,2005,369.0,72.0,5.0,3.0,10.0,6.0,14.0,39.0,[],US
mcru2019,,,,2019,4.0,9.0,3.0,0.0,0.0,1.0,0.0,8.0,[],
autyrowdy,,,Farmington-New Mexico,2019,5.0,8.0,3.0,0.0,0.0,0.0,1.0,7.0,[],US
217marilynr,,,fort lee-nj,2013,13.0,19.0,3.0,0.0,0.0,5.0,13.0,2.0,[],US
CanuckJosh,man,25-34,Doha-Qatar,2013,154.0,253.0,6.0,4.0,7.0,38.0,95.0,110.0,"['Art and Architecture Lover', 'Vegetarian', 'Like a Local', 'History Buff']",QA
thetravellingfugu,,,,2016,27.0,162.0,6.0,0.0,3.0,19.0,71.0,76.0,[],
stomaro,,,Manhattan Beach-California,2015,23.0,64.0,5.0,1.0,1.0,3.0,10.0,50.0,[],US
A2290YUjessieh,,,,2019,5.0,9.0,2.0,0.0,0.0,1.0,4.0,4.0,[],
729sammic,,,,2016,25.0,48.0,5.0,3.0,2.0,11.0,5.0,28.0,[],
RudolfsMikado,,,Riga-Latvia,2018,4.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,[],LV
jaredswick,,,Washington DC-District of Columbia,2019,87.0,19.0,4.0,1.0,1.0,1.0,8.0,9.0,[],US
AppleStud,,,Dallas-Texas,2012,220.0,371.0,6.0,3.0,27.0,70.0,180.0,106.0,[],BR
Jake100001,,,,2019,,,,,,,,,[],
NiniP47,,,Townsville-Australia,2012,130.0,17.0,4.0,0.0,0.0,2.0,1.0,14.0,[],AU
samiam9390,,,Madison-Wisconsin,2017,30.0,16.0,4.0,0.0,0.0,0.0,3.0,15.0,[],CL
MarianChl,,,,2017,4.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,[],
donnalX8468GH,,,,2019,4.0,7.0,3.0,1.0,1.0,0.0,3.0,4.0,[],
925KiraL,,,Clayton-California,2016,19.0,27.0,4.0,1.0,4.0,3.0,3.0,17.0,[],US
RamonasExperiences,,,Auckland Central-New Zealand,2015,253.0,370.0,6.0,11.0,24.0,49.0,109.0,193.0,[],NZ
la_dub19,,,Costa Mesa-California,2019,8.0,13.0,3.0,1.0,1.0,1.0,2.0,8.0,[],US
517vasilisb,,,Athens-Greece,2018,11.0,22.0,4.0,1.0,1.0,2.0,1.0,18.0,[],GR
SnlBmb,woman,35-49,Perth-Australia,2011,107.0,189.0,6.0,0.0,6.0,20.0,51.0,112.0,[],AU
ShanoP,,,Melbourne-Australia,2013,49.0,118.0,6.0,0.0,0.0,5.0,42.0,71.0,[],AU
SusanT775,woman,50-64,Paraparaumu-New Zealand,2012,10.0,20.0,3.0,0.0,0.0,0.0,8.0,13.0,[],NZ
794chrisp794,man,50-64,Stoney Creek-Canada,2013,332.0,330.0,6.0,1.0,5.0,38.0,129.0,163.0,"['Art and Architecture Lover', 'Foodie', 'Like a Local', 'Beach Goer']",CA
DOLPHINAAR,man,35-49,Madrid-Spain,2003,153.0,198.0,6.0,10.0,12.0,27.0,108.0,41.0,[],ES
wrfloorings,,,Montreal-Canada,2016,41.0,71.0,6.0,0.0,1.0,1.0,4.0,65.0,[],CA
990chuckr,,,,2018,4.0,8.0,2.0,1.0,0.0,0.0,3.0,5.0,[],
Chikimou,Woman,,Whiteman-Australia,2015,8.0,11.0,3.0,0.0,0.0,0.0,4.0,7.0,[],AU
Twaffoor,,,Dubai-United Arab Emirates,2015,16.0,44.0,6.0,2.0,0.0,1.0,5.0,36.0,[],AE
U289XRlisak,woman,35-49,Phoenix-Arizona,2010,7.0,6.0,3.0,0.0,0.0,1.0,4.0,6.0,[],US
preciousness22,,,United States,2008,220.0,274.0,6.0,13.0,5.0,21.0,19.0,219.0,[],US
fammari,,,Huddersfield-United Kingdom,2011,18.0,39.0,4.0,1.0,1.0,2.0,12.0,25.0,[],GB
JimN1261,,,Reno NV,2007,143.0,107.0,6.0,0.0,10.0,17.0,62.0,18.0,[],US
StarStraf,woman,50-64,Alexandria-Virginia,2011,85.0,80.0,5.0,0.0,0.0,6.0,23.0,56.0,[],US
julierN5166EQ,,,Melbourne-Australia,2016,11.0,16.0,3.0,0.0,2.0,0.0,3.0,11.0,"['Foodie', 'Like a Local', 'Thrill Seeker', 'Luxury Traveler']",AU
travel2dive,Man,,Austin-Texas,2006,233.0,176.0,6.0,0.0,4.0,15.0,72.0,92.0,[],US
RoseannG10,,,,2012,3.0,6.0,2.0,1.0,0.0,1.0,0.0,4.0,[],
donavan94563,,,Orinda-California,2013,163.0,127.0,6.0,1.0,3.0,21.0,62.0,45.0,[],US
DavetheRave6,man,50-64,Rockville Centre-New York,2008,10.0,11.0,3.0,1.0,2.0,0.0,2.0,6.0,[],US
AnastasiaT1987,,,Dublin-Ireland,2016,18.0,27.0,4.0,1.0,0.0,0.0,0.0,27.0,[],IE
888birgittes,,,,2019,,,,,,,,,[],
CeciliaJewel_35,,,Rye-New York,2010,159.0,63.0,5.0,2.0,0.0,2.0,5.0,56.0,[],US
738teslad,Man,,Athens-Greece,2014,115.0,77.0,5.0,3.0,3.0,13.0,18.0,41.0,[],GR
265JudyC,woman,35-49,San Francisco-California,2013,266.0,105.0,6.0,0.0,4.0,31.0,61.0,11.0,[],US
michaelwM2041GT,,,,2014,17.0,30.0,4.0,1.0,1.0,3.0,10.0,15.0,[],
Dougogreen,,,Jerome-Michigan,2010,93.0,148.0,6.0,0.0,0.0,14.0,43.0,92.0,[],US
1990Ioana,woman,18-24,Cologne-Germany,2012,77.0,29.0,5.0,0.0,1.0,3.0,3.0,22.0,[],DE
kaitlync344,,,,2019,9.0,12.0,3.0,0.0,2.0,1.0,6.0,3.0,[],
CandaceE7,,,Victoria BC Canada,2005,312.0,24.0,3.0,0.0,0.0,0.0,1.0,23.0,[],CA
Bychkovae,man,35-49,Limassol City-Cyprus,2013,105.0,163.0,6.0,7.0,13.0,31.0,49.0,71.0,[],CY
Coper533,,,Dublin-Ireland,2019,7.0,16.0,3.0,1.0,0.0,2.0,8.0,5.0,[],IE
RachelW2823,,,Port Stephens-Australia,2008,41.0,15.0,3.0,0.0,0.0,3.0,3.0,12.0,[],AU
KirstenPTA,man,25-34,Pretoria-South Africa,2014,39.0,87.0,6.0,4.0,9.0,36.0,40.0,4.0,[],ZA
SriyaniT,,,Lincoln,2011,36.0,114.0,6.0,0.0,0.0,4.0,19.0,95.0,[],US
Marianthi_Va,,,Athens-Greece,2019,7.0,15.0,3.0,0.0,0.0,3.0,6.0,6.0,[],GR
EvaZ209,,,Toorak-Australia,2012,28.0,49.0,5.0,0.0,2.0,6.0,25.0,16.0,"['Foodie', 'Like a Local']",AU
423adamd,,,Indianapolis-Indiana,2013,133.0,14.0,4.0,1.0,0.0,2.0,3.0,9.0,[],US
AlakGRaju,man,50-64,Wellington-India,2009,216.0,59.0,5.0,0.0,1.0,1.0,14.0,44.0,[],IN
Aumid,man,,Stockholm-Sweden,2006,53.0,180.0,6.0,0.0,4.0,38.0,91.0,62.0,[],SE
groseclosemaria,woman,,Preveza Region-Greece,2017,21.0,117.0,6.0,1.0,1.0,2.0,11.0,105.0,[],GR
riboflvnjr,,,Arizona,2019,9.0,15.0,4.0,0.0,0.0,2.0,2.0,13.0,[],US
O6193LBmichaelg,man,50-64,Kyneton-Australia,2014,103.0,33.0,4.0,1.0,1.0,1.0,11.0,18.0,[],AU
Ccristina_1989,,,Majorca-Spain,2012,208.0,115.0,6.0,3.0,7.0,21.0,52.0,33.0,[],ES
LLLambertJr,,,Houston-Texas,2016,12.0,33.0,4.0,0.0,0.0,1.0,3.0,29.0,[],US
AnnemarieE40,,,Central Florida-Florida,2013,39.0,54.0,5.0,1.0,1.0,11.0,27.0,14.0,[],CL
435terric,,,West Milton,2009,7.0,7.0,2.0,0.0,2.0,0.0,2.0,5.0,[],US
justmecqbm,woman,35-49,Singapore,2018,10.0,14.0,3.0,0.0,0.0,0.0,2.0,12.0,[],SG
lks1512,,,Philadelphia-Pennsylvania,2010,9.0,9.0,3.0,0.0,0.0,0.0,1.0,9.0,[],US
notwaltermitty,,,Canberra-Australia,2017,90.0,166.0,6.0,2.0,1.0,27.0,82.0,55.0,[],AU
287kelvinm,,,,2016,17.0,73.0,5.0,1.0,0.0,9.0,51.0,13.0,[],
USCKaboom,man,25-34,New York City-New York,2013,302.0,936.0,6.0,10.0,52.0,490.0,923.0,490.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",US
elizabetht739,,,Engadine-Australia,2016,12.0,25.0,5.0,0.0,0.0,1.0,8.0,17.0,[],AU
978KenT,man,50-64,Raleigh-North Carolina,2012,184.0,223.0,6.0,1.0,9.0,25.0,71.0,117.0,"['Foodie', 'Like a Local', 'History Buff', 'Peace and Quiet Seeker']",US
lv039,,,,2017,27.0,73.0,5.0,9.0,12.0,11.0,18.0,29.0,[],
861tr,,,Asheville-North Carolina,2014,29.0,65.0,5.0,0.0,0.0,1.0,11.0,54.0,"['Like a Local', 'Thrill Seeker', 'Nature Lover']",US
Tory80,,,The Villages-Florida,2019,8.0,14.0,3.0,0.0,0.0,2.0,1.0,13.0,[],US
geo0000,,,Bucharest-Romania,2010,50.0,8.0,3.0,0.0,0.0,0.0,1.0,8.0,[],RO
rsmwill1,,,Kyoto-Japan,2015,4.0,6.0,2.0,1.0,1.0,0.0,1.0,3.0,[],JP
Meander682594,,,,2016,2.0,11.0,3.0,0.0,0.0,1.0,6.0,4.0,[],
julialynn2016,,,Atlanta-Georgia,2016,7.0,15.0,3.0,0.0,0.0,0.0,1.0,14.0,[],US
160margaritaa,Woman,,Florida,2014,5.0,11.0,3.0,0.0,0.0,1.0,5.0,5.0,[],US
Sagando,Woman,,Toronto,2009,6.0,8.0,2.0,3.0,1.0,2.0,2.0,1.0,[],CA
jaxg8rgirl,,,Jacksonville-Florida,2018,7.0,12.0,3.0,0.0,0.0,0.0,3.0,9.0,[],US
974chec,,,,2019,7.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,[],
elenilam,,,Milwaukee-Wisconsin,2017,8.0,25.0,4.0,0.0,1.0,0.0,2.0,22.0,[],US
mink0t,,,Sofia-Bulgaria,2010,27.0,8.0,3.0,0.0,0.0,0.0,0.0,8.0,[],BG
Vasilios-ka,,,Athens-Greece,2017,8.0,14.0,3.0,2.0,0.0,0.0,1.0,11.0,[],GR
893sandyh,woman,50-64,Mobile-Alabama,2015,138.0,37.0,4.0,0.0,1.0,6.0,16.0,14.0,[],US
MattM6117,,,Johannesburg-South Africa,2017,4.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,[],ZA
AndreToronto,man,,Toronto-Canada,2005,331.0,413.0,6.0,2.0,12.0,134.0,179.0,90.0,[],CA
aledecab,,,,2019,8.0,12.0,3.0,0.0,0.0,0.0,4.0,8.0,[],
82ANDYT,man,50-64,Makati-Philippines,2011,169.0,121.0,6.0,13.0,20.0,29.0,43.0,28.0,[],PH
NZTraveller20,Woman,,Te Anau-New Zealand,2009,103.0,319.0,6.0,2.0,7.0,51.0,138.0,127.0,[],NZ
eddieh266,Man,,Bellingham-Washington,2015,12.0,17.0,3.0,0.0,0.0,0.0,1.0,16.0,[],US
smS4662GV,,,Mumbai-India,2011,62.0,137.0,6.0,1.0,2.0,17.0,48.0,71.0,[],IN
Thesmallsmith,,,London-United Kingdom,2014,10.0,15.0,3.0,0.0,3.0,0.0,5.0,7.0,[],GB
charlesw330,,,Droitwich-United Kingdom,2014,7.0,8.0,2.0,0.0,2.0,0.0,0.0,6.0,[],GB
virginiarcs,woman,18-24,Faro-Portugal,2014,11.0,25.0,4.0,1.0,0.0,7.0,3.0,14.0,[],PT
Mathewalampally,man,35-49,Kochi (Cochin)-India,2013,40.0,199.0,6.0,0.0,7.0,57.0,114.0,21.0,[],IN
safar,,,Vancouver,2004,81.0,108.0,6.0,0.0,6.0,25.0,56.0,24.0,[],CA
maleboalicem,,,,2014,3.0,9.0,2.0,0.0,0.0,3.0,6.0,0.0,[],
swizljager,,,Auckland Central-New Zealand,2012,99.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,[],NZ
KrazyKatTraveler,woman,35-49,Washington DC-District of Columbia,2010,7.0,12.0,3.0,1.0,0.0,0.0,1.0,10.0,[],US
LiaMaraPinto,,,Mozambique,2012,20.0,59.0,5.0,0.0,0.0,2.0,5.0,52.0,[],MZ
Avitalp3,woman,50-64,Nahariya-Israel,2012,178.0,374.0,6.0,8.0,16.0,51.0,167.0,142.0,"['Vegetarian', 'Urban Explorer', 'Like a Local', 'Nightlife Seeker']",IL
kielihoog,,,,2016,6.0,13.0,3.0,1.0,0.0,0.0,2.0,10.0,[],
patrickaU4671EX,,,Copenhagen-Denmark,2015,11.0,25.0,4.0,0.0,0.0,2.0,5.0,18.0,[],DK
195kareny,,,Dover-United Kingdom,2017,30.0,32.0,4.0,1.0,0.0,3.0,3.0,26.0,[],GB
dave47D,,,March-United Kingdom,2016,9.0,29.0,4.0,1.0,1.0,3.0,6.0,19.0,[],GB
Warren007,,,Centurion-South Africa,2012,6.0,16.0,3.0,0.0,0.0,2.0,0.0,14.0,[],ZA
Allkuans,man,35-49,Singapore-Singapore,2012,144.0,290.0,6.0,19.0,25.0,42.0,58.0,151.0,[],SG
aglvos,man,35-49,Düsseldorf,2010,129.0,94.0,5.0,3.0,5.0,11.0,25.0,50.0,[],DE
CarlS955,,,Hot Springs-Arkansas,2012,59.0,44.0,5.0,1.0,1.0,4.0,19.0,26.0,"['Thrill Seeker', 'Beach Goer', 'Family Vacationer']",US
patrickmjack,Man,,New Orleans,2017,10.0,21.0,4.0,0.0,0.0,0.0,5.0,17.0,[],US
Freedom744513,,,,2017,2.0,7.0,2.0,1.0,0.0,1.0,1.0,6.0,[],
Joshwaa1,,,Edinburgh-United Kingdom,2017,7.0,13.0,3.0,0.0,0.0,1.0,5.0,8.0,[],GB
dianel103,,,Lake Placid-Florida,2015,91.0,228.0,6.0,0.0,5.0,6.0,72.0,149.0,[],US
survivingwith,,,Melbourne-Victoria-Australia,2012,10.0,15.0,3.0,0.0,1.0,0.0,2.0,14.0,[],AU
PittsburghBambi,,,Pittsburgh,2010,55.0,173.0,6.0,1.0,3.0,12.0,63.0,96.0,[],US
alexaa2345,,,,2019,34.0,65.0,5.0,1.0,1.0,1.0,17.0,46.0,[],
RockProfessor,,,Memphis-Tennessee,2015,37.0,62.0,5.0,0.0,1.0,9.0,25.0,27.0,"['Urban Explorer', 'History Buff', 'Nature Lover', 'Peace and Quiet Seeker']",US
donnaleigh27,,,Melbourne-Australia,2011,3.0,4.0,2.0,1.0,0.0,0.0,0.0,5.0,[],AU
890dennise,Man,,Boynton Beach-Florida,2015,10.0,8.0,3.0,1.0,0.0,0.0,2.0,7.0,[],US
mttaylor9,,,Baltimore-Maryland,2004,271.0,750.0,6.0,6.0,14.0,111.0,329.0,306.0,[],US
JohnDoe1977NWH,,,Noordwijk-The Netherlands,2015,42.0,92.0,6.0,1.0,5.0,24.0,27.0,36.0,[],NL
zettavili,,,Central Greece-Greece,2019,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],GR
leedjjck,,,East Hampton-Connecticut,2013,154.0,533.0,6.0,2.0,1.0,29.0,276.0,238.0,[],US
Idan1382,man,35-49,Ramat Gan-Israel,2012,206.0,42.0,5.0,2.0,2.0,7.0,8.0,30.0,"['Art and Architecture Lover', 'Like a Local', 'History Buff', 'Thrifty Traveler']",IL
pbeth45,,,Roanoke-Virginia,2013,131.0,15.0,3.0,0.0,0.0,0.0,4.0,12.0,[],US
keithhQ4531WB,Man,,Lakeland-Florida,2015,189.0,389.0,6.0,1.0,8.0,62.0,176.0,153.0,[],US
JanisN123,,,Crown Point-Indiana,2009,122.0,234.0,6.0,0.0,3.0,18.0,25.0,189.0,[],US
Max_Luca_Porto,woman,50-64,Porto-Portugal,2008,380.0,211.0,6.0,3.0,10.0,41.0,75.0,91.0,[],PT
belladonna01,woman,25-34,Middle Park-Australia,2007,157.0,177.0,6.0,0.0,4.0,24.0,63.0,86.0,[],AU
technosavvy,woman,50-64,Franklin-North Carolina,2010,23.0,45.0,4.0,0.0,4.0,5.0,8.0,29.0,[],US
malakaraj,,,,2019,,,,,,,,,[],
KKWalter,,,Cincinnati-Ohio,2012,121.0,77.0,5.0,2.0,10.0,11.0,15.0,40.0,[],US
amyc437,,,Connecticut,2014,29.0,89.0,5.0,10.0,4.0,6.0,13.0,59.0,[],US
hkasa,,,,2014,5.0,8.0,2.0,2.0,0.0,1.0,1.0,5.0,[],
Picto_Leng,man,50-64,Cambridge-United Kingdom,2010,251.0,43.0,5.0,3.0,5.0,6.0,15.0,14.0,[],GB
aneela26,,,,2019,60.0,256.0,6.0,0.0,4.0,13.0,10.0,232.0,[],
gam0rri,,,Millersville-Maryland,2018,11.0,17.0,3.0,0.0,1.0,2.0,1.0,13.0,[],US
hoyingw,,,,2018,11.0,22.0,5.0,2.0,1.0,1.0,10.0,8.0,[],
11KLA,,,,2013,7.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,[],
PaulK41,,,Burleigh Heads-Australia,2012,155.0,42.0,4.0,2.0,2.0,1.0,9.0,28.0,[],AU
Steve_Sartori_2004,man,50-64,Plymouth-WI,2004,57.0,44.0,5.0,0.0,0.0,1.0,6.0,39.0,[],US
diannachayden,,,Pensacola-Florida,2012,269.0,141.0,6.0,1.0,5.0,12.0,40.0,86.0,"['Art and Architecture Lover', 'Urban Explorer', 'Nature Lover', 'Beach Goer']",US
luvbk11221,,,Brooklyn-New York,2005,17.0,43.0,4.0,0.0,1.0,6.0,17.0,20.0,[],US
C-Liz1,,,Toronto-Canada,2010,444.0,116.0,6.0,3.0,9.0,31.0,47.0,27.0,[],CA
dfaulconbridge,,,Manchester-United Kingdom,2016,7.0,8.0,2.0,0.0,1.0,2.0,0.0,6.0,[],GB
Y3147SFbrianb,,,Beckley-WV-United States,2015,12.0,18.0,3.0,0.0,0.0,0.0,1.0,19.0,[],US
577bigdaddy,man,50-64,Hillsborough-North Carolina,2012,41.0,69.0,5.0,3.0,3.0,6.0,24.0,34.0,"['Foodie', 'Like a Local', 'History Buff', 'Beach Goer']",US
Londonishome,,,London-United Kingdom,2016,7.0,13.0,3.0,1.0,0.0,0.0,1.0,11.0,[],GB
hilmill,Woman,,Chicago-Illinois,2016,59.0,223.0,6.0,2.0,0.0,36.0,70.0,120.0,[],US
Kevv_heathh,,,Sydney-Australia,2019,11.0,22.0,4.0,0.0,0.0,0.0,9.0,15.0,[],AU
Crazy_flash,,,Brisbane-Australia,2018,30.0,118.0,6.0,3.0,3.0,11.0,51.0,78.0,[],AU
jefflC6195OD,,,Elgin-Illinois,2015,157.0,91.0,6.0,1.0,8.0,18.0,37.0,31.0,"['Art and Architecture Lover', 'Urban Explorer', 'Like a Local', 'History Buff']",US
