username,gender,age_group,location,member_since,cities,contributions,level,stars1,stars2,stars3,stars4,stars5,tags,geocode
neilbill,,,Birkdale-United Kingdom,2013,144.0,215.0,6.0,5.0,1.0,3.0,27.0,183.0,[],GB
bailey0420,,,Tampa-Florida,2011,96.0,51.0,5.0,2.0,3.0,3.0,4.0,40.0,[],US
frances564,,,Fond du Lac-Wisconsin,2008,76.0,165.0,6.0,3.0,14.0,37.0,57.0,54.0,[],US
DanielKeen1,man,18-24,Inverness-United Kingdom,2016,91.0,39.0,4.0,2.0,4.0,14.0,11.0,8.0,[],GB
1989worldtraveller,,,Berlin-Germany,2019,,3.0,1.0,0.0,1.0,0.0,1.0,1.0,[],DE
780kevinf,Man,,Hemel Hempstead-United Kingdom,2012,285.0,409.0,6.0,2.0,10.0,77.0,248.0,72.0,"['Foodie', 'Urban Explorer', 'Like a Local', 'History Buff']",GB
NickiG555,woman,,San Diego-California,2012,621.0,183.0,6.0,0.0,3.0,25.0,54.0,102.0,[],US
G6564BIdavidk,,,San Francisco-United States,2013,19.0,29.0,4.0,0.0,0.0,11.0,9.0,9.0,[],US
Sing_solo,woman,25-34,Toronto-Canada,2007,72.0,47.0,5.0,0.0,0.0,5.0,19.0,24.0,[],CA
Laboosh1,,,Dubai-United Arab Emirates,2012,194.0,59.0,5.0,1.0,2.0,10.0,24.0,22.0,[],AE
Kaye2014,,,Gaithersburg-Maryland,2010,60.0,26.0,4.0,0.0,0.0,3.0,6.0,17.0,[],US
JohnE817,man,35-49,Perth,2012,160.0,239.0,6.0,3.0,10.0,34.0,73.0,120.0,[],AU
sorenoc,,,Copenhagen-Denmark,2013,5.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,"['Foodie', 'Urban Explorer', 'Like a Local', 'History Buff']",DK
morgancita1,,,Miami-Florida,2019,30.0,42.0,5.0,0.0,0.0,3.0,13.0,28.0,[],US
Karin_cognomen,,,Singapore-Singapore,2019,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,[],SG
113cassie,,,Canada,2016,21.0,55.0,5.0,4.0,1.0,3.0,16.0,33.0,[],CA
Zaheduli,man,35-49,Kyiv (Kiev)-Ukraine,2009,220.0,119.0,6.0,0.0,2.0,18.0,78.0,21.0,[],UA
CHMassachusetts,,,Cambridge-Massachusetts,2008,137.0,85.0,5.0,3.0,1.0,13.0,25.0,43.0,[],US
stubbsyla59,,,Formby-United Kingdom,2013,35.0,97.0,6.0,0.0,5.0,15.0,48.0,32.0,[],GB
TJA1212,,,New Jersey,2016,18.0,46.0,5.0,0.0,0.0,1.0,7.0,39.0,[],US
katiekat0520,,,New York City-New York,2016,19.0,37.0,4.0,2.0,2.0,4.0,4.0,28.0,[],US
KDR55,woman,50-64,South Yorkshire,2009,62.0,27.0,4.0,1.0,0.0,4.0,11.0,13.0,[],GB
AthinaSal,,,Montreal-Canada,2005,13.0,26.0,5.0,2.0,1.0,2.0,3.0,18.0,[],CA
Bobbybrown514,,,,2019,14.0,25.0,4.0,0.0,0.0,1.0,3.0,21.0,[],
jayjbird98,,,,2018,9.0,18.0,3.0,0.0,0.0,1.0,0.0,18.0,[],
nirupam2017,Woman,,Arlington Heights-Illinois,2017,5.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,[],US
Adventurer826071,,,,2018,9.0,20.0,4.0,1.0,1.0,0.0,2.0,16.0,[],
illuminated2010,man,35-49,Vancouver,2010,70.0,53.0,5.0,0.0,0.0,10.0,21.0,23.0,[],CA
71daven,,,,2019,,,,,,,,,[],
843jada,Man,,Bikfaya-Lebanon,2019,4.0,12.0,3.0,0.0,0.0,0.0,2.0,11.0,[],LB
babwara78,,,Ixelles-Belgium,2008,95.0,253.0,6.0,0.0,8.0,14.0,61.0,170.0,[],BE
holly676767,,,Bangor-United Kingdom,2017,2.0,2.0,,,,,,,[],GB
philhellene123,,,Toronto-Canada,2008,9.0,12.0,3.0,0.0,0.0,4.0,1.0,7.0,[],CA
YotamL17,,,,2016,3.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,[],
Alvinfeingold,,,Oro Valley-Arizona,2009,12.0,24.0,4.0,1.0,1.0,2.0,2.0,20.0,[],US
MYPURPLEJOURNEYS,Woman,,St. Petersburg-Florida,2012,134.0,67.0,6.0,0.0,4.0,10.0,22.0,35.0,[],US
716arvindk,,,,2017,21.0,28.0,4.0,0.0,0.0,0.0,8.0,22.0,[],
smoerch,,,Roskilde-Denmark,2011,54.0,50.0,5.0,1.0,2.0,7.0,30.0,14.0,[],DK
JulieDsTravels,woman,35-49,Greater London-United Kingdom,2008,175.0,164.0,6.0,4.0,2.0,19.0,62.0,79.0,[],GB
AngelaS8057,,,,2017,3.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,[],
WendyHendricks,Woman,,Melbourne-Australia,2012,196.0,112.0,6.0,0.0,0.0,5.0,42.0,66.0,[],AU
bRameshkumar,man,50-64,Bengaluru-India,2007,44.0,41.0,4.0,2.0,2.0,2.0,8.0,30.0,[],IN
ctdad11670,,,Avon-Connecticut,2014,4.0,10.0,3.0,0.0,1.0,0.0,1.0,8.0,[],US
585toddp,,,New Smyrna Beach-Florida,2016,2.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,[],US
Erika_Uren,,,Tel Aviv-Israel,2018,9.0,22.0,3.0,1.0,0.0,1.0,7.0,13.0,[],IL
Raidon22,man,35-49,Somerset-UK,2008,72.0,187.0,6.0,5.0,7.0,30.0,77.0,73.0,[],GB
discerning082,,,London-United Kingdom,2010,168.0,14.0,3.0,6.0,0.0,0.0,0.0,8.0,[],GB
KarleeM63,,,Bee Cave-Texas,2010,140.0,55.0,5.0,2.0,3.0,3.0,12.0,35.0,[],US
galg,Man,,Tel Aviv-Israel,2008,51.0,132.0,6.0,2.0,2.0,22.0,63.0,48.0,[],IL
rogermontala,,,Valls-Spain,2017,34.0,135.0,6.0,1.0,2.0,16.0,58.0,60.0,[],ES
gszives,,,Budapest-Hungary,2018,5.0,12.0,3.0,1.0,0.0,1.0,7.0,3.0,[],HU
edvh81,,,Midlothian-Virginia,2016,90.0,217.0,6.0,0.0,4.0,34.0,94.0,87.0,[],US
TripMommy77,,,,2019,11.0,12.0,3.0,1.0,0.0,0.0,3.0,8.0,[],
Mauriziosimran,,,Athens-Greece,2012,62.0,43.0,4.0,0.0,1.0,5.0,13.0,24.0,[],GR
jacqpaul91,,,Marshfield-Massachusetts,2016,18.0,70.0,5.0,0.0,2.0,10.0,8.0,52.0,[],US
emilykQ,,,,2019,,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],
TundraEdge,,,Parker-Colorado,2018,21.0,32.0,5.0,0.0,0.0,2.0,10.0,21.0,[],US
grossnoles,,,St. Petersburg-Florida,2018,5.0,28.0,4.0,2.0,3.0,7.0,12.0,4.0,[],US
jdro218,,,Zermatt-Switzerland,2016,28.0,84.0,5.0,5.0,8.0,9.0,17.0,47.0,[],CH
seema60,woman,50-64,Toronto-Canada,2010,260.0,727.0,6.0,4.0,14.0,65.0,337.0,317.0,[],CA
640saidm,,,,2015,29.0,152.0,6.0,1.0,2.0,15.0,59.0,89.0,[],
ethanhall28,,,Athens-Greece,2019,,2.0,,,,,,,[],GR
CWerschler,,,Grande Prairie-Canada,2015,,2.0,,,,,,,[],CA
X7259YAandreak,,,,2017,7.0,23.0,3.0,1.0,3.0,1.0,1.0,18.0,[],
Dr-Ing-Dchen,,,Rapid City-South Dakota,2013,185.0,662.0,6.0,2.0,1.0,46.0,297.0,319.0,[],US
AndreaMcB,woman,25-34,Corsham-United Kingdom,2011,77.0,113.0,6.0,1.0,8.0,15.0,25.0,64.0,[],GB
250louisea,,,Cambridge-United Kingdom,2016,9.0,14.0,3.0,1.0,0.0,0.0,1.0,12.0,[],GB
LizE743,woman,50-64,Brisbane-Australia,2012,38.0,72.0,5.0,1.0,2.0,13.0,20.0,36.0,[],AU
183greetjed,woman,50-64,Leeuwarden-The Netherlands,2014,10.0,13.0,4.0,1.0,0.0,3.0,0.0,12.0,[],NL
brianlavelle001,,,London-United Kingdom,2010,19.0,28.0,4.0,2.0,1.0,1.0,4.0,20.0,[],GB
bjbenjam1,,,Hemel Hempstead-United Kingdom,2013,124.0,66.0,5.0,1.0,4.0,11.0,14.0,37.0,[],GB
T305LOdavidm,,,,2018,10.0,21.0,4.0,4.0,2.0,2.0,6.0,12.0,[],
NorthStar488490,,,Athens-Greece,2013,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,[],GR
T3616ZGjennyp,,,Gold Coast Qld,2011,27.0,44.0,5.0,2.0,3.0,6.0,16.0,17.0,[],AU
harkendude,,,Weston-Massachusetts,2016,16.0,25.0,4.0,0.0,1.0,3.0,6.0,15.0,[],US
sandymounter,,,,2016,17.0,9.0,3.0,0.0,1.0,0.0,1.0,7.0,[],
DanMTravels,,,Ottawa-Canada,2015,73.0,106.0,6.0,3.0,0.0,11.0,50.0,42.0,[],CA
CdnSoleSister,,,Vancouver Island-Canada,2017,5.0,10.0,3.0,0.0,0.0,0.0,2.0,8.0,[],CA
Melvacation,,,Monchengladbach-Germany,2015,21.0,37.0,4.0,0.0,0.0,2.0,11.0,24.0,[],DE
929brittanym,Woman,,Fairborn,2014,21.0,55.0,5.0,2.0,2.0,5.0,6.0,45.0,[],US
corneliua200,,,Montreal-Canada,2017,358.0,75.0,6.0,0.0,1.0,7.0,35.0,38.0,[],CA
W8861CUjennyh,,,,2018,2.0,5.0,2.0,1.0,0.0,0.0,1.0,3.0,[],
MrJBM,,,Dublin-Ireland,2019,2.0,6.0,2.0,0.0,0.0,0.0,1.0,5.0,[],IE
701tinaf,,,,2016,3.0,8.0,2.0,1.0,1.0,1.0,0.0,5.0,[],
Elizzzzzz123,woman,50-64,Paris-France,2012,16.0,22.0,3.0,4.0,1.0,3.0,5.0,10.0,[],FR
Mijn2019,,,,2019,2.0,5.0,2.0,0.0,0.0,0.0,3.0,2.0,[],
nicksmithoz,,,Gold Coast-Australia,2012,51.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,"['Foodie', 'Shopping Fanatic', 'Nightlife Seeker', 'Beach Goer']",AU
matatusmiedos,,,Istanbul-Turkey,2019,,2.0,,,,,,,[],TR
AntandMar,,,Kogarah-Australia,2013,15.0,31.0,4.0,2.0,0.0,2.0,4.0,25.0,[],AU
Steadytourist,man,35-49,Athens-Greece,2014,13.0,137.0,6.0,8.0,13.0,23.0,41.0,53.0,[],GR
dinerdon,man,50-64,Bayville-New Jersey,2012,418.0,828.0,6.0,4.0,27.0,145.0,403.0,258.0,"['Art and Architecture Lover', 'Foodie', 'Urban Explorer', 'Like a Local']",US
alth7,,,Singapore-Singapore,2014,15.0,22.0,4.0,0.0,1.0,3.0,9.0,9.0,[],SG
BabaPlymouthUK,man,,Plymouth UK,2007,22.0,18.0,4.0,0.0,0.0,1.0,6.0,11.0,[],GB
cjajj,,,,2019,,2.0,,,,,,,[],
pavlosthan,,,Chalandri-Greece,2015,4.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,[],GR
205micaf,,,Athens-Greece,2011,6.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,[],GR
BeataF320,,,Bern-Switzerland,2013,10.0,36.0,4.0,0.0,1.0,5.0,13.0,17.0,[],CH
66neille,,,Bromma-Sweden,2008,29.0,32.0,5.0,1.0,4.0,3.0,15.0,10.0,[],SE
patrickgw2017,,,,2017,7.0,12.0,3.0,0.0,0.0,1.0,1.0,11.0,[],
I862YBmariag,,,Porter ranch-ca,2014,23.0,35.0,4.0,0.0,0.0,12.0,11.0,12.0,[],US
alpw,woman,50-64,Placitas-New Mexico,2011,583.0,499.0,6.0,1.0,3.0,79.0,220.0,202.0,"['Art and Architecture Lover', 'Foodie', 'Like a Local', 'History Buff']",US
FrequentUser909,,,,2018,3.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,[],
janettaube,,,Short Hills-New Jersey,2013,26.0,58.0,5.0,0.0,0.0,3.0,17.0,40.0,[],US
Rachelwohl1,,,Baltimore-Maryland,2015,4.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,[],US
myalin,,,Raleigh-North Carolina,2009,9.0,31.0,4.0,0.0,0.0,2.0,11.0,18.0,[],US
ZoeK79,,,Horten-Norway,2010,34.0,71.0,5.0,0.0,2.0,17.0,34.0,19.0,[],NO
leroysdog,,,Winter Park-Florida,2009,86.0,102.0,6.0,3.0,1.0,7.0,33.0,60.0,[],US
jamessE9216TT,,,East Anglia-United Kingdom,2015,,3.0,2.0,0.0,0.0,0.0,1.0,3.0,[],GB
Laen27,man,35-49,Saskatoon-Canada,2006,168.0,335.0,6.0,10.0,13.0,64.0,157.0,92.0,[],CA
934mihaelab,,,,2019,4.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,[],
615anitah,woman,35-49,Scunthorpe-United Kingdom,2014,334.0,430.0,6.0,3.0,7.0,54.0,253.0,119.0,[],GB
tarekn307,,,Jeddah-Saudi Arabia,2017,8.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,[],SA
Blackbelt2,,,Ottawa-Canada,2008,228.0,376.0,6.0,2.0,5.0,20.0,210.0,145.0,[],CA
I3789PGthomasa,,,,2016,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
mcirsteanu,,,,2014,18.0,11.0,3.0,0.0,0.0,0.0,1.0,10.0,[],
shubhaprabhusatam,,,Navi Mumbai,2016,,6.0,3.0,1.0,0.0,0.0,1.0,4.0,[],IN
989katen,,,,2018,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,[],
Natlovestravel,,,Reisterstown-Maryland,2011,34.0,142.0,6.0,9.0,4.0,11.0,30.0,92.0,[],US
denguinee,,,Ardara-Ireland,2016,6.0,8.0,2.0,1.0,2.0,2.0,0.0,3.0,[],IE
Telisha93,,,Auckland Central-New Zealand,2017,16.0,27.0,5.0,0.0,0.0,5.0,1.0,22.0,[],NZ
OliverS493,,,Singapore-Singapore,2012,92.0,75.0,6.0,1.0,8.0,13.0,36.0,26.0,[],SG
Kairostravellers,,,Belo Horizonte-MG,2019,5.0,9.0,3.0,0.0,0.0,1.0,2.0,9.0,[],BR
constantlytess,,,,2018,7.0,8.0,3.0,0.0,0.0,0.0,1.0,7.0,[],
MylissaR,woman,50-64,Kansas City-Missouri,2013,20.0,70.0,6.0,4.0,1.0,6.0,7.0,59.0,[],US
52karlk,,,Sandbach-United Kingdom,2014,24.0,58.0,5.0,0.0,0.0,1.0,13.0,46.0,[],GB
467evgeniyav,,,Milan-Italy,2015,13.0,27.0,4.0,1.0,1.0,0.0,5.0,20.0,[],IT
Gibbles_nbitz,,,,2019,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,[],
melawadi,,,Orlando-Florida,2016,13.0,38.0,6.0,0.0,1.0,1.0,23.0,13.0,[],US
anamariav142,,,,2013,9.0,14.0,3.0,2.0,0.0,2.0,1.0,9.0,[],
Eric_Greeney,man,35-49,Finland,2007,189.0,306.0,6.0,2.0,11.0,50.0,156.0,91.0,[],FI
XamatTomax,man,25-34,Fort Wayne-Indiana,2010,199.0,407.0,6.0,3.0,9.0,68.0,196.0,135.0,[],US
justblu,,,New York City-New York,2014,28.0,61.0,5.0,0.0,5.0,19.0,25.0,12.0,[],US
chesca2471,Woman,,Jacksonville-Florida,2018,12.0,10.0,4.0,0.0,1.0,0.0,0.0,13.0,[],US
MichelPierreReneH,,,Paris-France,2018,30.0,46.0,5.0,0.0,5.0,8.0,14.0,19.0,[],FR
Tmk8911,,,,2019,12.0,22.0,4.0,2.0,2.0,4.0,6.0,9.0,[],
sathvinder,man,25-34,Kuala Lumpur-Malaysia,2015,51.0,184.0,6.0,5.0,9.0,20.0,61.0,94.0,[],MY
Beachy71,man,35-49,Milton Keynes-United Kingdom,2014,44.0,112.0,6.0,7.0,4.0,17.0,40.0,46.0,[],GB
backtoGreece,man,50-64,St. Augustine-Florida,2011,108.0,86.0,5.0,0.0,0.0,12.0,17.0,58.0,[],US
andrys2015,,,Orlando-Florida,2015,12.0,22.0,4.0,0.0,0.0,0.0,3.0,19.0,[],US
Kimberley_Tough,,,London-United Kingdom,2019,,6.0,2.0,0.0,0.0,0.0,0.0,6.0,[],GB
JasonMur,,,,2018,,,,,,,,,[],
RickR727,,,Danbury-Connecticut,2013,155.0,364.0,6.0,4.0,25.0,143.0,139.0,54.0,"['Like a Local', 'Nature Lover']",US
chaplain1,,,clifton-tn,2010,79.0,132.0,6.0,3.0,5.0,19.0,51.0,55.0,[],US
NohaE,,,Giza-Egypt,2011,9.0,18.0,4.0,0.0,0.0,2.0,5.0,11.0,[],EG
Jellybellydancer,woman,35-49,Burscough-United Kingdom,2008,600.0,660.0,6.0,0.0,5.0,75.0,288.0,293.0,"['Urban Explorer', 'Like a Local', 'Thrifty Traveler', 'Family Vacationer']",GB
L4213RCmarkc,,,,2014,3.0,9.0,2.0,0.0,0.0,0.0,1.0,8.0,[],
Arek_Ski,man,25-34,Hamilton-Canada,2013,29.0,87.0,5.0,0.0,1.0,2.0,8.0,78.0,[],CA
robertsH7102XH,Man,,Madisonville-Louisiana,2017,3.0,5.0,2.0,0.0,0.0,0.0,1.0,5.0,[],US
M-1950-R,,,Birmingham-Alabama,2008,12.0,34.0,4.0,0.0,0.0,1.0,13.0,23.0,[],US
NVI_Owner,man,50-64,Port Isabel-Texas,2008,59.0,141.0,6.0,2.0,4.0,15.0,13.0,107.0,[],US
756MichaelA,man,50-64,Koping-Sweden,2012,460.0,384.0,6.0,5.0,16.0,30.0,140.0,194.0,"['Foodie', 'Urban Explorer', 'Like a Local', 'Thrill Seeker']",SE
I557XGelised,,,Owen Sound-Canada,2019,8.0,11.0,3.0,0.0,0.0,0.0,0.0,11.0,[],CA
YBDIPLOMAT,man,35-49,Washington DC-District of Columbia,2012,37.0,80.0,6.0,3.0,5.0,6.0,18.0,48.0,[],US
emerina_bakkes,woman,25-34,Cape Town Central-South Africa,2011,180.0,153.0,6.0,0.0,1.0,7.0,26.0,120.0,[],ZA
Marie121316,,,Boston-Massachusetts,2015,24.0,65.0,5.0,0.0,0.0,3.0,10.0,55.0,[],US
dolores193,,,Calhoun-Georgia,2005,68.0,42.0,5.0,0.0,1.0,0.0,5.0,37.0,[],US
dcanellos,,,Irvine-California,2019,4.0,18.0,3.0,0.0,0.0,2.0,2.0,15.0,[],US
596terryg,man,50-64,North Rocks-Australia,2012,156.0,229.0,6.0,7.0,2.0,4.0,34.0,209.0,"['Foodie', 'Like a Local', 'Nature Lover', '60+ Traveler']",AU
TravellingMagnolia,,,,2019,4.0,7.0,2.0,0.0,0.0,0.0,1.0,6.0,[],
alexsA9163CJ,,,London-United Kingdom,2015,8.0,12.0,3.0,1.0,0.0,0.0,3.0,9.0,[],GB
JohannesBA123,,,Aalborg-Denmark,2018,87.0,34.0,4.0,0.0,0.0,1.0,7.0,26.0,[],DK
BUBBAGANOUSH2014,,,Woking-United Kingdom,2014,30.0,51.0,5.0,0.0,2.0,9.0,24.0,16.0,[],GB
VMDXB,,,Dubai-United Arab Emirates,2019,6.0,8.0,3.0,0.0,0.0,0.0,1.0,8.0,[],AE
mazzash,,,London-United Kingdom,2016,12.0,18.0,4.0,3.0,0.0,2.0,5.0,9.0,[],GB
Rachel_Kavita,woman,25-34,San Francisco-California,2011,65.0,84.0,6.0,6.0,10.0,13.0,14.0,42.0,[],US
Venture13532170984,,,Peterborough-United Kingdom,2016,5.0,12.0,3.0,0.0,0.0,1.0,1.0,10.0,[],GB
mrsv17,woman,35-49,Peterborough-United Kingdom,2011,28.0,61.0,5.0,1.0,0.0,3.0,22.0,36.0,[],GB
AlissonB,Woman,,United States,2012,62.0,323.0,6.0,25.0,29.0,35.0,32.0,204.0,[],US
jmeem42016,man,,Dee Why-Australia,2010,179.0,773.0,6.0,4.0,12.0,76.0,419.0,281.0,[],AU
W3255DDkeithh,Man,,Auckland Central-New Zealand,2014,76.0,213.0,6.0,12.0,11.0,28.0,68.0,94.0,[],NZ
Gina29de,,,,2019,,3.0,1.0,0.0,0.0,0.0,0.0,3.0,[],
alrubio,,,San Antonio-Texas,2007,236.0,73.0,5.0,0.0,5.0,7.0,16.0,45.0,[],MX
Y846QRbriang,Man,,Marlboro-New Jersey,2014,7.0,12.0,3.0,1.0,0.0,2.0,1.0,12.0,[],US
Dan123_K,Woman,,Bristol-United Kingdom,2015,23.0,81.0,5.0,0.0,1.0,16.0,29.0,35.0,[],GB
AbbyfromSA,,,Cape Town Central-South Africa,2017,7.0,13.0,3.0,0.0,0.0,0.0,4.0,10.0,[],ZA
lifecity,man,35-49,Ottawa-Canada,2008,207.0,208.0,6.0,4.0,3.0,12.0,41.0,149.0,[],CA
850chintanp,,,,2009,30.0,10.0,4.0,0.0,0.0,1.0,1.0,10.0,[],
MPiepertravels,,,Aarhus-Denmark,2019,5.0,10.0,3.0,0.0,0.0,0.0,3.0,8.0,[],DK
123coco123,,,Corona-California,2016,7.0,13.0,3.0,0.0,0.0,0.0,0.0,14.0,[],US
mihaescuvlad,,,Timisoara-Romania,2009,203.0,221.0,6.0,3.0,4.0,41.0,102.0,77.0,[],RO
ana_591,,,Postojna-Slovenia,2016,28.0,32.0,4.0,1.0,0.0,1.0,3.0,27.0,[],SI
Pammu_Parvinder,woman,35-49,Mumbai-India,2012,235.0,470.0,6.0,0.0,2.0,81.0,209.0,180.0,"['Foodie', 'Like a Local', 'Thrill Seeker', 'Shopping Fanatic']",IN
scatteredlife,,50-64,Oregon,2011,36.0,37.0,5.0,2.0,0.0,3.0,15.0,18.0,[],US
Global_Traveller11,man,25-34,Salt Lake City-Utah,2010,437.0,218.0,6.0,8.0,44.0,155.0,389.0,650.0,[],US
86eliasd,,,,2016,,4.0,1.0,0.0,0.0,0.0,1.0,3.0,[],
38suleimans,,,,2017,5.0,11.0,3.0,1.0,0.0,1.0,2.0,7.0,[],
MikeandAngelina,,,,2012,,4.0,2.0,0.0,0.0,0.0,0.0,4.0,[],
martinab381,woman,25-34,Munich-Germany,2013,176.0,275.0,6.0,6.0,5.0,42.0,71.0,151.0,[],DE
AdamC324,man,50-64,Athens-Greece,2012,44.0,99.0,6.0,4.0,8.0,17.0,28.0,52.0,[],GR
Helanearth,woman,18-24,West Yorkshire,2010,14.0,29.0,4.0,0.0,0.0,0.0,5.0,24.0,[],GB
mjh0017,,,Nottingham-United Kingdom,2015,16.0,55.0,5.0,3.0,2.0,12.0,23.0,17.0,[],GB
howardform,,35-49,New York City,2006,139.0,109.0,6.0,11.0,4.0,10.0,7.0,80.0,[],US
Brammos,,,Kaatsheuvel-The Netherlands,2015,44.0,84.0,6.0,1.0,5.0,14.0,27.0,37.0,[],NL
jorj1984,,,,2017,22.0,56.0,5.0,1.0,6.0,6.0,29.0,14.0,[],
MargMGM123,,,Mexico City-Mexico,2012,7.0,11.0,3.0,0.0,0.0,1.0,2.0,8.0,[],MX
cocomel82,,,,2019,6.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,[],
B8034BTianw,Man,,Nottingham-United Kingdom,2016,6.0,15.0,3.0,1.0,0.0,1.0,5.0,8.0,[],GB
SC2414,,,Perth-Australia,2013,45.0,37.0,4.0,1.0,0.0,1.0,9.0,26.0,[],AU
pasil767,,,Oulu-Finland,2007,64.0,81.0,6.0,0.0,2.0,6.0,22.0,51.0,[],FI
briansP7543CY,,,,2019,,,,,,,,,[],
405Christopher,man,35-49,Galatsi-Greece,2009,13.0,9.0,3.0,1.0,0.0,0.0,1.0,7.0,[],GR
cynthdpbeach,woman,18-24,Woodbridge-Canada,2015,6.0,6.0,2.0,0.0,2.0,0.0,0.0,4.0,[],CA
joannalister,,,Eaglescliffe-United Kingdom,2019,7.0,14.0,3.0,1.0,0.0,0.0,2.0,11.0,[],GB
367kathrynr,Woman,,United States,2013,12.0,33.0,4.0,1.0,2.0,1.0,6.0,23.0,[],US
MrsMuck,Woman,,Studley-United Kingdom,2014,28.0,63.0,5.0,10.0,5.0,8.0,13.0,27.0,[],GB
TravelingDad_PTFC,,35-49,Salem-Oregon,2008,159.0,259.0,6.0,5.0,12.0,54.0,120.0,71.0,[],US
312beno,,,Aberdeen-United Kingdom,2019,4.0,8.0,2.0,0.0,0.0,1.0,1.0,6.0,[],GB
arero89,,,Swindon-United Kingdom,2017,14.0,21.0,4.0,0.0,2.0,4.0,11.0,8.0,[],GB
gregoryn888,,,Chicago-Illinois,2015,2.0,2.0,1.0,,,,,,[],US
NiteshP218,Man,,Cairo-Egypt,2015,35.0,83.0,5.0,4.0,9.0,24.0,34.0,14.0,[],EG
sadrilc,Man,,Ruislip-United Kingdom,2015,3.0,8.0,2.0,0.0,0.0,0.0,1.0,7.0,[],GB
SoyKabAl,,,Newmarket-Canada,2013,90.0,142.0,6.0,1.0,3.0,26.0,84.0,30.0,[],CA
reviewme2020,,,Cork-Ireland,2015,14.0,35.0,5.0,4.0,4.0,11.0,10.0,8.0,"['Foodie', 'History Buff', 'Thrill Seeker', 'Nature Lover']",IE
mikeaU6677ZF,man,50-64,Portland-Oregon,2017,27.0,48.0,5.0,1.0,1.0,7.0,16.0,27.0,[],US
avirupdg,Man,,Sydney-Australia,2012,74.0,15.0,3.0,0.0,2.0,5.0,7.0,1.0,[],AU
PaulTena,man,35-49,New York City-New York,2011,44.0,72.0,5.0,0.0,4.0,0.0,9.0,59.0,[],US
Lizzied23,,,Huddersfield-United Kingdom,2015,35.0,70.0,6.0,0.0,2.0,2.0,7.0,59.0,[],GB
LisaR659,,,New York City-New York,2012,7.0,13.0,3.0,1.0,0.0,0.0,1.0,11.0,[],US
SteveAppelman,,,Maysville-Kentucky,2013,156.0,12.0,3.0,0.0,0.0,0.0,0.0,13.0,[],US
anjellat,Woman,,New York City-New York,2015,146.0,70.0,6.0,0.0,2.0,9.0,19.0,43.0,[],US
sbhagwandin,Man,,New York City-New York,2008,41.0,94.0,6.0,1.0,1.0,2.0,28.0,66.0,[],US
Sandra1336,,,Union-New Jersey,2010,198.0,129.0,6.0,0.0,3.0,4.0,21.0,103.0,[],US
worldtraveler760686,,,Calexico-California,2016,41.0,150.0,6.0,3.0,4.0,33.0,43.0,74.0,[],US
VolatileAgent1968,,,,2013,10.0,21.0,3.0,0.0,0.0,2.0,4.0,18.0,[],
summertimespecial,man,35-49,Falmouth-United Kingdom,2009,74.0,127.0,6.0,3.0,3.0,12.0,23.0,89.0,"['Foodie', 'Peace and Quiet Seeker', 'Luxury Traveler']",GB
adamchap,man,35-49,Milton Keynes-United Kingdom,2007,69.0,283.0,6.0,13.0,26.0,79.0,107.0,62.0,[],GB
profmelfiky,,,,2012,42.0,85.0,6.0,0.0,1.0,8.0,25.0,54.0,[],
RKHOOKER,man,50-64,Sydney-Australia,2013,106.0,585.0,6.0,17.0,31.0,85.0,208.0,258.0,[],AU
Nstewart2014,,,Toronto-Canada,2012,69.0,10.0,3.0,0.0,1.0,0.0,4.0,5.0,[],CA
71kimf,,,United States,2014,10.0,25.0,4.0,0.0,0.0,1.0,6.0,19.0,[],US
ismaelgenaochalas,Man,,Orlando-Florida,2018,13.0,28.0,4.0,0.0,1.0,2.0,15.0,12.0,[],US
926staceyw,,,,2018,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,[],
marklinderNE,,,Omaha-Nebraska,2017,78.0,47.0,5.0,0.0,0.0,3.0,20.0,28.0,[],US
heidiriikka,,,Helsinki-Finland,2016,15.0,52.0,5.0,0.0,2.0,7.0,22.0,21.0,[],FI
DirkW107,man,50-64,Alexandra Headland-Australia,2012,474.0,66.0,6.0,17.0,81.0,243.0,403.0,340.0,[],AU
njoireading247,,,Johns Creek-Georgia,2017,125.0,131.0,6.0,0.0,0.0,35.0,51.0,49.0,[],US
